START-OF-FILE
RUNDATE=20200706
# Required headers
FIRMNAME=dl792230
PROGRAMNAME=gethistory
REPLYFILENAME=cds1.bbg

# Scheduling headers
PROGRAMFLAG=adhoc

# Runtime options headers
DATERANGE=20200401|20200706
HIST_PERIOD=daily

# Formatting headers
HIST_FORMAT=horizontal
DATEFORMAT=ddmmyyyy
FILETYPE=unix
DISPLAY_PRICING_SRC=no

# Pricing Source headers

# Terminal Identity headers

# Entitlement headers
REGFVHL=YES
REGPRICEUNCERTAINTY=YES
REGTRANSPARENCY=YES

START-OF-FIELDS
PX_LAST
END-OF-FIELDS

TIMESTARTED=Mon Jul  6 11:18:21 EDT 2020
START-OF-DATA
PERU CDS USD SR 5Y D14 Corp|0|1|23/04/2020|119.68|
PERU CDS USD SR 5Y D14 Corp|0|1|24/04/2020|120.83|
PERU CDS USD SR 5Y D14 Corp|0|1|27/04/2020|121.535|
PERU CDS USD SR 5Y D14 Corp|0|1|28/04/2020|117.647|
PERU CDS USD SR 5Y D14 Corp|0|1|29/04/2020|108.854|
PERU CDS USD SR 5Y D14 Corp|0|1|30/04/2020|102.895|
PERU CDS USD SR 5Y D14 Corp|0|1|01/05/2020|105.659|
PERU CDS USD SR 5Y D14 Corp|0|1|04/05/2020|108.293|
PERU CDS USD SR 5Y D14 Corp|0|1|05/05/2020|101.566|
PERU CDS USD SR 5Y D14 Corp|0|1|06/05/2020|101.588|
PERU CDS USD SR 5Y D14 Corp|0|1|07/05/2020|99.045|
PERU CDS USD SR 5Y D14 Corp|0|1|08/05/2020|97.974|
PERU CDS USD SR 5Y D14 Corp|0|1|11/05/2020|96.989|
PERU CDS USD SR 5Y D14 Corp|0|1|12/05/2020|98.786|
PERU CDS USD SR 5Y D14 Corp|0|1|13/05/2020|103.576|
PERU CDS USD SR 5Y D14 Corp|0|1|14/05/2020|107.294|
PERU CDS USD SR 5Y D14 Corp|0|1|15/05/2020|109.54|
PERU CDS USD SR 5Y D14 Corp|0|1|18/05/2020|106.85|
PERU CDS USD SR 5Y D14 Corp|0|1|19/05/2020|106.52|
PERU CDS USD SR 5Y D14 Corp|0|1|20/05/2020|99.771|
PERU CDS USD SR 5Y D14 Corp|0|1|21/05/2020|96.237|
PERU CDS USD SR 5Y D14 Corp|0|1|22/05/2020|96.879|
PERU CDS USD SR 5Y D14 Corp|0|1|25/05/2020|96.712|
PERU CDS USD SR 5Y D14 Corp|0|1|26/05/2020|89.572|
PERU CDS USD SR 5Y D14 Corp|0|1|27/05/2020|89.157|
PERU CDS USD SR 5Y D14 Corp|0|1|28/05/2020|90.142|
PERU CDS USD SR 5Y D14 Corp|0|1|29/05/2020|91.085|
PERU CDS USD SR 5Y D14 Corp|0|1|01/06/2020|89.464|
PERU CDS USD SR 5Y D14 Corp|0|1|02/06/2020|82.748|
PERU CDS USD SR 5Y D14 Corp|0|1|03/06/2020|76.877|
PERU CDS USD SR 5Y D14 Corp|0|1|04/06/2020|76.871|
PERU CDS USD SR 5Y D14 Corp|0|1|05/06/2020|72.037|
PERU CDS USD SR 5Y D14 Corp|0|1|08/06/2020|71.253|
PERU CDS USD SR 5Y D14 Corp|0|1|09/06/2020|74.624|
PERU CDS USD SR 5Y D14 Corp|0|1|10/06/2020|76.734|
PERU CDS USD SR 5Y D14 Corp|0|1|11/06/2020|87.843|
PERU CDS USD SR 5Y D14 Corp|0|1|12/06/2020|91.624|
PERU CDS USD SR 5Y D14 Corp|0|1|15/06/2020|91.243|
PERU CDS USD SR 5Y D14 Corp|0|1|16/06/2020|88.708|
PERU CDS USD SR 5Y D14 Corp|0|1|17/06/2020|90.16|
PERU CDS USD SR 5Y D14 Corp|0|1|18/06/2020|88.752|
PERU CDS USD SR 5Y D14 Corp|0|1|19/06/2020|88.575|
PERU CDS USD SR 5Y D14 Corp|0|1|22/06/2020|88.567|
PERU CDS USD SR 5Y D14 Corp|0|1|23/06/2020|86.318|
PERU CDS USD SR 5Y D14 Corp|0|1|24/06/2020|89.487|
PERU CDS USD SR 5Y D14 Corp|0|1|25/06/2020|89.98|
PERU CDS USD SR 5Y D14 Corp|0|1|26/06/2020|92.823|
PERU CDS USD SR 5Y D14 Corp|0|1|29/06/2020|94.253|
PERU CDS USD SR 5Y D14 Corp|0|1|30/06/2020|91.812|
PERU CDS USD SR 5Y D14 Corp|0|1|01/07/2020|88.102|
PERU CDS USD SR 5Y D14 Corp|0|1|02/07/2020|81.488|
PERU CDS USD SR 5Y D14 Corp|0|1|03/07/2020|80.21|
PERU CDS USD SR 5Y D14 Corp|0|1|06/07/2020|79.202|
HUNGARY CDS USD SR 5Y D14 Corp|0|1| | |
KOREA CDS USD SR 5Y D14 Corp|0|1|01/04/2020|42.182|
KOREA CDS USD SR 5Y D14 Corp|0|1|02/04/2020|43.487|
KOREA CDS USD SR 5Y D14 Corp|0|1|03/04/2020|42.806|
KOREA CDS USD SR 5Y D14 Corp|0|1|06/04/2020|38.143|
KOREA CDS USD SR 5Y D14 Corp|0|1|07/04/2020|36.828|
KOREA CDS USD SR 5Y D14 Corp|0|1|08/04/2020|34.221|
KOREA CDS USD SR 5Y D14 Corp|0|1|09/04/2020|32.886|
KOREA CDS USD SR 5Y D14 Corp|0|1|13/04/2020|32.818|
KOREA CDS USD SR 5Y D14 Corp|0|1|14/04/2020|32.751|
KOREA CDS USD SR 5Y D14 Corp|0|1|15/04/2020|33.716|
KOREA CDS USD SR 5Y D14 Corp|0|1|16/04/2020|30.488|
KOREA CDS USD SR 5Y D14 Corp|0|1|17/04/2020|31.305|
KOREA CDS USD SR 5Y D14 Corp|0|1|20/04/2020|31.994|
KOREA CDS USD SR 5Y D14 Corp|0|1|21/04/2020|35.057|
KOREA CDS USD SR 5Y D14 Corp|0|1|22/04/2020|36.296|
KOREA CDS USD SR 5Y D14 Corp|0|1|23/04/2020|36.813|
KOREA CDS USD SR 5Y D14 Corp|0|1|24/04/2020|37.392|
KOREA CDS USD SR 5Y D14 Corp|0|1|27/04/2020|36.925|
KOREA CDS USD SR 5Y D14 Corp|0|1|28/04/2020|37.25|
KOREA CDS USD SR 5Y D14 Corp|0|1|29/04/2020|34.059|
KOREA CDS USD SR 5Y D14 Corp|0|1|30/04/2020|33.469|
KOREA CDS USD SR 5Y D14 Corp|0|1|01/05/2020|32.556|
KOREA CDS USD SR 5Y D14 Corp|0|1|04/05/2020|36.557|
KOREA CDS USD SR 5Y D14 Corp|0|1|05/05/2020|35.64|
KOREA CDS USD SR 5Y D14 Corp|0|1|06/05/2020|33.432|
KOREA CDS USD SR 5Y D14 Corp|0|1|07/05/2020|35.299|
